winery;country;region_1
il follo;italy;valdobbiadene prosecco superiore
la gioiosa;italy;valdobbiadene prosecco superiore
villa sandi;italy;valdobbiadene prosecco superiore
vivanco;spain;rioja
zardetto;italy;valdobbiadene prosecco superiore
beckmen;us;santa ynez valley
joullian;us;carmel valley
hedgeline;us;oregon
chilcas;chile;
clos des augustins;france;coteaux du languedoc pic saint loup
niepoort;portugal;
quails gate;canada;okanagan valley
guy saget;france;vin de france
château musar;lebanon;
fujishin;us;
fire road;new zealand;
galil mountain;israel;
montespina;spain;rueda
one woman;us;north fork of long island
planeta;italy;sicilia
vilafonté;south africa;
vinyes del terrer;spain;tarragona
château maupague;france;côtes de provence sainte victoire
domaine albert mann;france;crémant dalsace
greywacke;new zealand;
domaine joël delaunay;france;
duck pond;us;willamette valley
fairsing;us;willamette valley
finca agostino;argentina;mendoza
graziano;us;mendocino county
morgante;italy;sicilia
olek bondonio;italy;barbaresco
pertinace;italy;barbaresco
salvano;italy;barbaresco
sidecar;us;oregon
romain bouchard;france;chablis
roza ridge;us;rattlesnake hills
senda 66;spain;la mancha
shaya;spain;rueda
thelema;south africa;
volteo;spain;vino de la tierra de castilla
buitenverwachting;south africa;
denis dutron;france;mâcon fuissé
domaine bernard millot;france;bourgogne
domaine jean paul et benoît droin;france;chablis
peza do rei;spain;ribeira sacra
epiphany;us;santa barbara county
flora springs;us;napa valley
garcia schwaderer;chile;
poiema;us;santa lucia highlands
sauska;hungary;
college cellars;us;walla walla valley wa
poseidon;us;los carneros
seven angels;us;paso robles
stapleton  springer;czech republic;
standing sun;us;santa barbara county
tenuta san leonardo;italy;vigneti delle dolomiti
shannon;us;lake county
spoto;us;napa valley
vigne guadagno;italy;fiano di avellino
materra cunat family vineyards;us;oak knoll district
ap vin;us;sonoma coast
baily;us;temecula valley
castelvecchio;italy;
cave de ribeauvillé;france;alsace
château vircoulon;france;bordeaux blanc
childs play;us;willamette valley
domaine charles frey;france;alsace
domaine du petit clocher;france;crémant de loire
señorío de sarria;spain;navarra
standing stone;us;finger lakes
fortant;france;vin de pays doc
valsanzo;spain;ribera del duero
eleusis;spain;rías baixas
langtry;us;lake county
leth;austria;
maior de mendoza;spain;rías baixas
mastrojanni;italy;brunello di montalcino
palazzo;italy;brunello di montalcino
patterson;us;columbia valley wa
pietroso;italy;brunello di montalcino
radius;us;washington
san giacomo;italy;brunello di montalcino
château bibian;france;haut médoc
château de braude;france;haut médoc
il poggiolo;italy;brunello di montalcino
la rasina;italy;brunello di montalcino
zarate;spain;rías baixas
eleven;us;washington
elsom cellars;us;columbia valley wa
fayolle fils  fille;france;hermitage
jean daneel;south africa;
kirchmayr;austria;
rabl;austria;
domaine du grand montmirail;france;gigondas
cellers sant rafel;spain;montsant
blandys;portugal;
cloudline;us;oregon
scala dei;spain;priorat
bodegas concavins;spain;conca de barberà
wild pig;france;pays doc
cantina del nebbiolo;italy;barbaresco
carlindepaolo;italy;barbera dasti
cascina radice;italy;barbera dasti superiore
clos pons;spain;costers del segre
coleccion privada;chile;
cuyen;chile;
domaine gueguen;france;bourgogne
j bouchon;chile;
la spinetta;italy;barbaresco
pietro rinaldi;italy;barbaresco
bridgeview;us;southern oregon
kalbarri;australia;south eastern australia
harveys;spain;jerez
snake river;us;idaho
vivác winery;us;new mexico
celler la bollidora;spain;terra alta
melville;us;sta rita hills
panthea;us;anderson valley
lastella;canada;okanagan valley
lucien lardy;france;morgon
barone pizzini;italy;franciacorta
jean laurent;france;champagne
louis roederer;france;champagne
ar lenoble ;france;champagne
corte moschina;italy;lessini durello
mcevoy ranch;us;marin county
mercy;us;arroyo seco
metz road;us;monterey
starborough;new zealand;
bodegas mähler besse;spain;jumilla
château de minière;france;bourgueil
château fonguillon;france;montagne saint émilion
château la rame;france;saint croix du mont
pascal  nicolas reverdy;france;sancerre
chrysorroyiatissa;cyprus;
yali;chile;
pasion de tango;argentina;mendoza
heavenly retreat;romania;
alpataco;argentina;neuquén
protopapas;greece;
san giuseppe;italy;veneto
calama;chile;
viña casas del bosque;chile;
la palma;chile;
guelbenzu;chile;
bartenura;italy;veneto
quinta da aveleda;portugal;
vino de eyzaguirre;chile;
domaine michel fonne;france;crémant dalsace
freja;us;chehalem mountains
gino fasoli;italy;prosecco
miklus;italy;collio
north 42 degrees;canada;lake erie north shore
schlumberger wein  und sektkellerei;austria;
shooting star;us;lake county
krupp brothers;us;napa valley
louis chalvon;france;champagne
wilderotter;us;shenandoah valley ca
yamhill valley;us;mcminnville
borgoluce;italy;valdobbiadene prosecco superiore
althéa;italy;valdobbiadene prosecco superiore
ecolove;new zealand;
viña bujanda;spain;rioja
smasne cellars;us;columbia valley wa
château tanunda;australia;barossa
domaine marc jambon;france;mâcon pierreclos
j garcia carrion;spain;la mancha
murganheira;portugal;
adams bench;us;columbia valley wa
animale;us;columbia valley wa
argyros;greece;
thymiopoulos;greece;
jean claude debeaune;france;pouilly fuissé
mano a mano;spain;vino de la tierra de castilla
ousterhout;us;russian river valley
domaine la soufrandise;france;pouilly fuissé
finca la mata;spain;ribera del duero
château toumilon;france;graves
eventide cellar;south africa;
pago de larrainzar;spain;navarra
legrégoire;france;bordeaux
old well house;south africa;
bodegas franco españolas;spain;rioja
bodegas leza garcía;spain;rioja
cerulean;us;columbia gorge wa
château abelyce;france;saint émilion
château bellevue peycharneau;france;sainte foy bordeaux
château le prieuré;france;saint émilion
château moncets;france;lalande de pomerol
château moulin de blanchon;france;haut médoc
clarendelle;france;bordeaux blanc
deno;us;paso robles
domaine de la bonne tonne;france;morgon
winc;us;sonoma coast
laurelwood;us;willamette valley
lion des aubrots;france;côtes de bourg
mamete prevostini;italy;valtellina superiore
donati;us;paicines
jalits;austria;
levendi;us;napa valley
luna;us;napa valley
michael mondavi family estate;us;napa valley
morell peña;us;columbia valley wa
ramey;us;russian river valley
ron rubin;us;green valley
saracina;us;mendocino county
sequel;us;columbia valley wa
toccata;us;santa barbara county
ferraton pere et fils;france;hermitage
mas champart;france;saint chinian
jada vineyard  winery;us;paso robles
laughing stock;canada;okanagan valley
manzone fratelli;italy;barolo
ca viola;italy;barolo
darioush;us;napa valley
gordon estate;us;columbia valley wa
prinsi;italy;barbaresco
mascarello giuseppe e figlio;italy;barolo
alzinger;austria;
barden;us;santa barbara county
j  j;us;walla walla valley wa
vista doro;canada;okanagan valley
eliseo silva;us;columbia valley wa
glen fiona;us;columbia valley wa
bleasdale;australia;langhorne creek
magnificent wine company;us;columbia valley wa
pontin del roza;us;yakima valley
stefano lubiana;australia;tasmania
hollick;australia;coonawarra
sariah cellars;us;red mountain
oliverhill;australia;mclaren vale
ii moons;us;paso robles
b cellars;us;russian river valley
chimney rock;us;stags leap district
joseph perrier;france;champagne
domaine drouhin oregon;us;dundee hills
maso martis;italy;trento
rosenhof;austria;
taittinger;france;champagne
von strasser;us;diamond mountain district
mvemve raats;south africa;
pol roger;france;champagne
chigai takaha;us;sta rita hills
petite sirène;france;bordeaux
louis chavy;france;bourgogne
tinazzi;italy;lugana
domaine de pajot;france;côtes de gascogne
vigneti villabella;italy;lugana
château la petite roque;france;blaye côtes de bordeaux
château le castellot;france;montravel
fleury;france;bordeaux
grochau;us;eola amity hills
stama;us;lodi
tofanelli family;us;napa valley
ugo lequio;italy;barbaresco
argiolas;italy;monica di sardegna
august briggs;us;calistoga
beni di batasiolo;italy;barbaresco
bulgariana;bulgaria;
cascina saria;italy;barbaresco
castello di verduno;italy;barbaresco
cave des grands crus blancs;france;pouilly vinzelles
chateau burgozone;bulgaria;
château de tracy;france;pouilly fumé
stony lonesome;us;finger lakes
the farm winery;us;paso robles
trump;us;monticello
two paddocks;new zealand;
henry earl;us;red mountain
original house wine;us;
paradise springs;us;virginia
cantina altarocca;italy;orvieto classico superiore
château coussin;france;côtes de provence
the boneyard;us;virginia
coyote creek;us;california
domaine parigot;france;bourgogne hautes côtes de beaune
domaine thierry drouin;france;macon bussières
marlborough estate reserve;new zealand;
via giusti;us;russian river valley
ingleside;us;virginia
iter;us;napa valley
kamiak;us;columbia valley wa
lunadoro;italy;vino nobile di montepulciano
millton;new zealand;
guidi 1929;italy;vernaccia di san gimignano
casa de santa vitoria;portugal;
domaine sainte lucie;france;côtes de provence
clerget;france;châteauneuf du pape
domaine pierre usseglio et fils;france;côtes du rhône
incognito;us;lodi
domaine lafond;france;côtes du rhône
charles clément;france;champagne
château le breton;france;bordeaux
château siaurac;france;lalande de pomerol
antica fratta;italy;franciacorta
briceland;us;mendocino county
ch berres;germany;
wattle creek;us;yorkville highlands
oak grove;us;california
rodriguez sanzo;spain;rioja
san polo;italy;rosso di montalcino
auclair;us;columbia valley wa
bliss;us;mendocino
walla faces;us;walla walla valley wa
segura viudas;spain;cava
cantine lanzavecchia;italy;nebbiolo dalba
château de nages;france;costières de nîmes
coldisole;italy;rosso di montalcino
dante robere;us;california
dealy lane;us;sonoma county
domaine des marrans;france;beaujolais villages
domaine dupeuble père et fils;france;beaujolais
domaine lagneau;france;beaujolais villages
fattoria del cerro;italy;rosso di montepulciano
fornacina;italy;rosso di montalcino
influence;us;new york
jean becker;france;alsace
alessandro rivetto;italy;barbaresco
brown estate;us;napa valley
herdade paço do conde;portugal;
château joanin bécot;france;castillon côtes de bordeaux
rams gate;us;russian river valley
lombardi;us;sonoma coast
martin lane winery;us;sierra foothills
stack house;us;napa valley
tenet;us;columbia valley wa
brian benson;us;paso robles
clos henri;new zealand;
domaine chevillon chezeaux;france;nuits st georges
storm;us;sta rita hills
rocca;us;yountville
le salette;italy;amarone della valpolicella classico
laurel glen;us;sonoma mountain
anglim;us;adelaida district
domaine de bellene;france;savigny lès beaune
escarpment;new zealand;
grevino;us;santa maria valley
hart;us;temecula valley
j dumangin fils;france;champagne
la berrière;france;muscadet côtes de grandlieu
king vintners;us;oregon
marie copinet;france;champagne
nicolas feuillatte;france;champagne
nieto senetiner;argentina;luján de cuyo
ornella molon;italy;prosecco treviso
papapietro perry;us;dry creek valley
spangler;us;oregon
stella rosa;italy;colli euganei
tinhorn creek;canada;okanagan valley
beresini vineyards;us;carneros
claude baron;france;champagne
château le grand verdus;france;bordeaux blanc
château petit moulin;france;bordeaux rosé
coquelicot;us;central coast
cow bell;us;willamette valley
siegel;chile;
spicerack;us;sonoma county
the white knight;us;clarksburg
three rivers;us;columbia valley wa
van ardi;armenia;
lambert;australia;barossa valley
lion gri;moldova;
manuel manzaneque suárez;spain;la mancha
mcwilliams;australia;australia
minkov brothers;bulgaria;
château thieuley;france;bordeaux blanc
château cantelys;france;pessac léognan
château dyquem;france;bordeaux blanc
château ferrande;france;graves
renieri;italy;toscana
domaine chandon;us;sonoma napa
stratus;canada;niagara peninsula
thiénot;france;champagne
lamiable;france;champagne
cà la bionda;italy;amarone della valpolicella classico
höpler;austria;
hovey;us;calaveras county
wolfberger;france;alsace
domaine de la tour du bon;france;bandol
fattoria laila;italy;verdicchio dei castelli di jesi
grace lane;us;yakima valley
mannina cellars;us;walla walla valley wa
marchetti;italy;verdicchio dei castelli di jesi classico superiore
accadia;italy;verdicchio dei castelli di jesi classico superiore
birgit braunstein;austria;
bellangelo;us;finger lakes
château de calavon;france;coteaux daix en provence
colli ripani;italy;offida pecorino
domaine de la croix senaillet;france;saint véran
domaine dujac;france;morey saint denis
haras;chile;
korta katarina;croatia;
paul dolan;us;mendocino county
portola vineyards;us;santa clara valley
rendarrio vineyards;us;paso robles
wrights station;us;santa cruz mountains
ziata;us;napa valley
alyris;us;napa valley
artezin;us;mendocino county
blackbird vineyards;us;napa valley
brandl;austria;
château daqueria;france;tavel
ottimino vineyards;us;dry creek valley
ra pfaffl;austria;
tenuta di biserno;italy;toscana
mauritson;us;rockpile
yao family wines;us;napa valley
markowitsch;austria;
apex;us;columbia valley wa
basalt;us;columbia valley wa
boomtown;us;washington
vignamato;italy;verdicchio dei castelli di jesi classico
william grassie;us;columbia valley wa
chateau de pibarnon;france;bandol
château destoublon;france;les baux de provence
conti di buscareto;italy;verdicchio dei castelli di jesi
domaine allimant laugner;france;alsace
edmeades;us;mendocino county
gustave lorentz;france;crémant dalsace
starling castle;germany;
