winery,country,region_1
Nuiton-Beaunoy,France,Bourgogne Hautes Côtes de Beaune
Olsen Private Vineyards,South Africa,NA
Payana,Argentina,Mendoza
Pierre Gruber,France,Bourgogne Hautes Côtes de Nuits
Pisoni,Italy,Vigneti delle Dolomiti
Quinta de Chocapalha,Portugal,NA
Thomas George,US,Russian River Valley
Vicente Faria Vinhos,Portugal,NA
Blanchard & Lurton,Argentina,Vista Flores
Broadway Vineyards,US,Carneros
Corte Adami,Italy,Soave
De Stefani,Italy,Veneto
Enrique Foster,Argentina,Mendoza
Flor De Campo,US,Santa Barbara County
Hobo,US,Alexander Valley
Suhru,US,North Fork of Long Island
Swiftwater Cellars,US,Yakima Valley
Te Mata,New Zealand,NA
Peloton,US,Paso Robles
Portalupi,US,Carneros
Roche de Bellene,France,Saint-Aubin
Viña Casablanca,Chile,NA
Judge Palmer,US,Rutherford
Kakhetia Traditional Winemaking,NA,NA
Mirror,US,Sonoma Coast
Peltier,US,Lodi
Robert Karl,US,Horse Heaven Hills
Senda Verde,Spain,Bierzo
Shannon Ridge,US,Lake County
TAO,US,South Coast
The Federalist,US,California
Chaman,Argentina,Mendoza
Le Vigne di Ca' Nova,Italy,Barbera d'Alba Superiore
Domaine Terre de Mistral,France,Mediterranée
Caracol Serrano,Spain,Jumilla
Château de la Bouyère,France,Bordeaux
Château la Croix Saint-Pierre,France,Blaye Côtes de Bordeaux
Simi,US,Sonoma County
Topanga,US,Napa Valley
Belle Ambiance,US,California
Les Maîtres Vignerons de la Presqu'île de Saint-Tropez,France,Mediterranée
Vin Roc,US,Napa Valley
Woodenhead,US,Russian River Valley
Château Siffle Merle,France,Blaye Côtes de Bordeaux
Cosa Obra,US,Sonoma County
Domaine de Beauregard,France,Muscadet Sèvre et Maine
Freixenet,Spain,Cava
Santa Quiteria,Spain,Almansa
Valley of the Moon,US,Sonoma County
Pey-Marin,US,Marin County
Simone,Chile,NA
Domaine Costa Lazaridi,Greece,NA
Gundlach Bundschu,US,Sonoma Valley
Château Barreyres,France,Haut-Médoc
Vigneti Villabella,Italy,Amarone della Valpolicella Classico
Le Ragose,Italy,Amarone della Valpolicella Classico
Guerrieri Rizzardi,Italy,Amarone della Valpolicella Classico
Porta,Chile,NA
Château Nairac,France,Barsac
Cosme Palacio y Hermanos,Spain,Rioja
Domaine Seguin,France,Pouilly-Fumé
Gilberts,Portugal,NA
Lustau,Spain,Jerez
Watershed,Australia,Margaret River
Château Rabaud-Promis,France,Sauternes
Daedalus Cellars,US,Willamette Valley
Bodegas Dios Baco S.L.,Spain,Jerez
Cantine Barbera,Italy,Menfi
Yangarra Estate Vineyard,Australia,McLaren Vale
Yering Station,Australia,Yarra Valley
Alvear,Spain,Montilla-Moriles
Avancia,Spain,Valdeorras
Screen Door Cellars,US,Russian River Valley
Seconda Stella a Destra,Italy,Brunello di Montalcino
Sokol Blosser,US,Willamette Valley
Soléna,US,Dundee Hills
Sonoma-Cutrer,US,Sonoma Coast
Talisman,US,Sonoma Coast
Tinto Rey,US,Dunnigan Hills
Wild Hogge,US,Paso Robles
Zenith,US,Eola-Amity Hills
Bindella,Italy,Vino Nobile di Montepulciano
Cannonball,US,Sonoma County
Bosque De Matasnos,Spain,Ribera del Duero
Cantina del Giusto,Italy,Vino Nobile di Montepulciano
Château Ducluzeau,France,Listrac-Médoc
Château La Clare,France,Médoc
Château la Vieille Cure,France,Fronsac
Château Lestruelle,France,Médoc
Château Monbousquet,France,Saint-Émilion
Sogevinus,Portugal,NA
Roger Lassarat,France,Pouilly-Fuissé
Russiz Superiore,Italy,Collio
Bodega Chacra,Argentina,Río Negro Valley
Bret Brothers,France,Saint-Véran
Ca' de Calle,Argentina,Mendoza
Collovray et Terrier,France,Saint-Véran
Domaine Michel Bouzereau,France,Meursault
Girard,US,Napa Valley
Mark Ryan,US,Red Mountain
Bernardus,US,Carmel Valley
Daniel Barraud,France,Pouilly-Fuissé
Dinastía Vivanco,Spain,Rioja
Domaine des Comtes Lafon,France,Mâcon-Villages
Gordon Brothers,US,Columbia Valley (WA)
Grand Rêve,US,Red Mountain
Domaine Bertrand,France,Brouilly
Domaine Carrette,France,Mâcon-Milly Lamartine
Domaine Jessiaume,France,Santenay
Domaine Pascal et Mireille Renaud,France,Saint-Véran
Drink Washington State,US,Walla Walla Valley (WA)
Francis Ford Coppola,US,Anderson Valley
La Spinona,Italy,Barbaresco
McKahn,US,Russian River Valley
Meurgey-Croses,France,Pouilly-Fuissé
Pacific Rim,US,Horse Heaven Hills
Rijckaert,France,Saint-Véran
Vite Colte,Italy,Barbera d'Asti
Woodward Canyon,US,Walla Walla Valley (WA)
Jorge Ordóñez & Co.,Spain,NA
Kitá,US,Sta. Rita Hills
Le Casque,US,Sierra Foothills
Luis Cañas,Spain,Rioja
Adriano Marco & Vittorio,Italy,Barbaresco
Black Ridge,US,Santa Cruz Mountains
Cantina del Pino,Italy,Barbaresco
Château de Chénas,France,Chénas
Château d'Ollières,France,Coteaux Varois en Provence
Dante Rivetti,Italy,Barbaresco
Domaine Pierre Guillemot,France,Savigny-lès-Beaune
Florent Descombe,France,Chénas
Gillmore,Chile,NA
Giovanna Madonia,Italy,Romagna
Cairdeas,US,Columbia Valley (WA)
RoxyAnn,US,Rogue Valley
Straccali,Italy,Chianti
Les Vins de Vienne,France,Saint-Joseph
Señorio de Uñuela,Spain,Rioja
Adega de Monção,Portugal,NA
Château Routas,France,Vin de Pays Var
Clos du Lac,US,Amador County
Eleanor,US,California
Ferré I Catasús,Spain,Priorat
Vigilance,US,Red Hills Lake County
Riboli,US,Rutherford
Rigg Estate Vineyards,US,Livermore Valley
Robledo,US,Lake County
Corliss Estates,US,Columbia Valley (WA)
Etude,US,Carneros
Bink,US,Anderson Valley
Ashan,US,Columbia Valley (WA)
Aluvé,US,Walla Walla Valley (WA)
Buglioni,Italy,Amarone della Valpolicella Classico
Château de Crézancy,France,Sancerre
Domaine Henri Delagrange,France,Volnay
Sleeping Giant,US,St. Helena
Solminer,US,Santa Ynez Valley
Squawking Magpie,New Zealand,NA
Trinity Hill,New Zealand,NA
WesMar,US,Russian River Valley
JM Cellars,US,Yakima Valley
Maison Stéphane Brocard,France,Gevrey-Chambertin
Gottfried Mocke Wine Projects,South Africa,NA
Nicky Versfeld,South Africa,NA
Vriesenhof,South Africa,NA
Nitida,South Africa,NA
Wayfarer,US,Fort Ross-Seaview
Passopisciaro,Italy,Terre Siciliane
Calera,US,Mt. Harlan
Donum,US,Russian River Valley
Massolino,Italy,Barolo
Château Pierre-Bise,France,Quarts de Chaume
Three Sticks,US,Sonoma Valley
Giacomo Conterno,Italy,Barolo
Biondi,Italy,Etna
Château de Fesles,France,Bonnezeaux
COS,Italy,Vittoria
Aguirre,Chile,NA
Wood Family Vineyards,US,Livermore Valley
Cara Mia,Italy,Delle Venezie
Materra Cunat Family Vineyards,US,Oak Knoll District
Hess Select,US,Central Coast
Quarticello,Italy,Lambrusco dell'Emilia
Six Degrees,US,California
Austerity,US,California
Château de Piote,France,Bordeaux Clairet
Costa Archi,Italy,Sangiovese di Romagna Superiore
Amador Cellars,US,Amador County
Green Truck,US,Mendocino County
Brochelle Vineyards,US,Paso Robles
Château Larroque,France,Bordeaux Rosé
Cornellana,Chile,NA
Harlow Ridge,US,Lodi
Dominio de Eguren,Spain,Vino de la Tierra de Castilla
William Cole,Chile,NA
Bodegas 1898,Spain,Catalunya
Fattoria Giuseppe Savini,Italy,Colli Aprutini
Paul Cheneau,Spain,Cava
Eguren,Spain,Vino de la Tierra de Castilla
Quinta do Castelinho,Portugal,NA
Rock Point,US,Oregon
Jose Maria Vieira,Portugal,NA
Weisinger,US,Rogue Valley
Il Feuduccio Di S. Maria D'Orni,Italy,Montepulciano d'Abruzzo
Illuminati Dino,Italy,Montepulciano d'Abruzzo Colline Teramane
Viñalba,Argentina,Valle de Uco
Casa Ferreirinha,Portugal,NA
Château de Birot,France,Bordeaux Blanc
Chic Barcelona,Spain,Cava
Prats & Symington LDA,Portugal,NA
Quinta do Filoco,Portugal,NA
Villa Giada,Italy,Moscato d'Asti
Palacio de Fefiñanes,Spain,Rías Baixas
Perception,US,Russian River Valley
Sanguis,US,California
Santa Sofia,Italy,Valpolicella Superiore Ripasso
Sartori,Italy,Valpolicella Classico Superiore
Scott Family,US,Arroyo Seco
Arger-Martucci,US,Napa Valley
Autonom,US,California
Bodegas Tarima,Spain,Jumilla
Château Grande Cassagne,France,Costières de Nîmes
Degani,Italy,Valpolicella Classico Superiore Ripasso
Dierberg,US,Santa Ynez Valley
Domaine Nicolas Boiron,France,Côtes du Rhône
Dominio de Tares,Spain,Bierzo
Finca Allende,Spain,Rioja
Genium Celler,Spain,Priorat
Highland Cellars,US,Seneca Lake
Keuka Lake Vineyards,US,Finger Lakes
Korta,Chile,NA
Francesco Rinaldi,Italy,Barolo
No Girls,US,Walla Walla Valley (OR)
Orfila,US,Santa Maria Valley
Curto Marco,Italy,Barolo
Domaine Drouhin,US,Dundee Hills
Domaine Laporte,France,Sancerre
Bethel Heights,US,Eola-Amity Hills
Bodega Catena Zapata,Argentina,Mendoza
Casa Anadia,Portugal,NA
Daniel Chotard,France,Sancerre
Château Dassault,France,Saint-Émilion
Château Rahoul,France,Graves
Alter Ego de Palmer,France,Margaux
Château Fontenil,France,Fronsac
Château Kirwan,France,Margaux
Château Latour-Martillac,France,Pessac-Léognan
Vietti,Italy,Barbera d'Asti
Château Bourgneuf-Vayron,France,Pomerol
Stark-Condé,South Africa,NA
Château de France,France,Pessac-Léognan
Château Olivier,France,Pessac-Léognan
Château Smith Haut Lafitte,France,Pessac-Léognan
Château Bastor-Lamontagne,France,Sauternes
Château Croizet-Bages,France,Pauillac
Klinker Brick,US,Lodi
Tildio,US,Wahluke Slope
Pine & Brown,US,Rutherford
Schloss Johannisberger,Germany,NA
Gros Ventre,US,Russian River Valley
Hawk and Horse Vineyards,US,Red Hills Lake County
Joh. Jos. Prüm,Germany,NA
Johannishof,Germany,NA
King Estate,US,Willamette Valley
Palacios Remondo,Spain,Rioja
Lang & Reed,US,Napa Valley
Lucienne,US,Santa Lucia Highlands
Navarro,US,Anderson Valley
Occasio,US,Livermore Valley
Pear Valley,US,Paso Robles
Stonehedge,US,Napa Valley
Bodegas Landaluce,Spain,Rioja
Bodegas Palacio,Spain,Rioja
Benoît Daridan,France,Cheverny
Coeur de Terre,US,Willamette Valley
Cummins Road,US,Willamette Valley
La Fusina,Italy,Dogliani Superiore
Monchiero Carbone,Italy,Roero
Montalbera,Italy,Barbera d'Asti
Raiza,Spain,Rioja
Podere Ruggeri Corsini,Italy,Barbera d'Alba
Terras de Alter,Portugal,NA
Shoofly,Australia,Victoria
Tabor,Israel,NA
Tiza,Argentina,Uco Valley
Larkspur,US,Oregon
Ledger David,US,Rogue Valley
Château Souverain,US,California
Eagle & Rose Estate,US,Napa Valley
Hoodsport,US,Yakima Valley
Il Poggione,Italy,Brunello di Montalcino
Juris,Austria,NA
Château La Garricq,France,Moulis-en-Médoc
Château l'Évangile,France,Pomerol
Château Saint-Estèphe,France,Saint-Estèphe
Conti Costanti,Italy,Brunello di Montalcino
Corte dei Venti,Italy,Brunello di Montalcino
DaMa,US,Columbia Valley (WA)
DiamAndes,Argentina,Uco Valley
Emilio Moro,Spain,Ribera del Duero
Godspeed,US,Mount Veeder
Gross,Austria,NA
San Lorenzo,Italy,Brunello di Montalcino
TeHo,Argentina,Mendoza
Terre Nere,Italy,Brunello di Montalcino
Gigante,Italy,Colli Orientali del Friuli
Greek Wine Cellars,Greece,NA
Bella Ragazza,US,California
Castelluccio,Italy,Forlì
Estate Constantin Gofas,Greece,NA
Fongoli,Italy,Colli Martani
Lafazanis,Greece,NA
Moretti Omero,Italy,Umbria
Peter Franus,US,Carneros
TerrAmore,Italy,Veneto
Bogle,US,California
Boutari,Greece,NA
Carmel Road,US,Monterey
Laurenz V.,Austria,NA
LaVelle,US,Willamette Valley
Mullineux,South Africa,NA
Chaltén,Argentina,Neuquén
Fernwood,US,Santa Cruz Mountains
Vino Sapien,US,Santa Barbara County
La Fenêtre,US,Santa Barbara County
Pietra Santa,US,Cienega Valley
Prospero,US,Sonoma County
Mansard,France,Champagne
Mosby,US,Santa Barbara County
Ursa,US,Sierra Foothills
Brander,US,Santa Ynez Valley
Piccini,Italy,Chianti Classico
Quinta do Crasto,Portugal,NA
Quintay,Chile,NA
Rickshaw,US,California
Casa Emma,Italy,Chianti Classico
Castello di Verrazzano,Italy,Chianti Classico
Domaine d'Escausses,France,Gaillac
Sierra Cantabria,Spain,Rioja
Vignamaggio,Italy,Chianti Classico
Villa Mangiacane,Italy,Chianti Classico
Tenute del Cerro,Italy,Rosso di Montepulciano
Hearst Ranch,US,Paso Robles
Kings Ridge,US,Willamette Valley
Evel,Portugal,NA
La Vida al Camp,Spain,Cava
Murgo,Italy,Vino Spumante
OT,Italy,Toscana
Paul Anheuser,Germany,NA
Pieve Santo Stefano,Italy,Toscana
Prime,US,Coombsville
Quercia al Poggio,Italy,Toscana
Quinta dos Aciprestes,Portugal,NA
Rainoldi,Italy,Valtellina Superiore
Sierra Batuco,Chile,NA
Thomas Halby,Germany,NA
Claudia Papayianni,Greece,NA
Vigna di Pettineo,Italy,Vino Spumante
William Hill Estate,US,Central Coast
Verse & Chorus,US,Napa Valley
Viña San Vicente,Chile,NA
Volpaia,Italy,Toscana
Philo Ridge,US,Mendocino
Ixsir,Lebanon,NA
Jean-Marc Brocard,France,Chablis
Lynch Wines,US,Sierra Foothills
MacLaren,US,Russian River Valley
Monte da Ravasqueira,Portugal,NA
Dona Maria-Júlio Bastos,Portugal,NA
Fitapreta Vinhos,Portugal,NA
Fontanabianca,Italy,Barbaresco
Friedrich Becker,Germany,NA
Anselmo Mendes,Portugal,NA
Azamor,Portugal,NA
Bernhard Huber,Germany,NA
Bodega Tacuil,Argentina,Salta
Boeger,US,El Dorado
Ca' Nova,Italy,Ghemme
Cantina Santadi,Italy,Carignano del Sulcis
Provam,Portugal,NA
Rudius,US,Walla Walla Valley (OR)
Saxon Brown,US,Sonoma Coast
Sella & Mosca,Italy,Alghero
Treos,US,Willamette Valley
Poeira,Portugal,NA
Graceland,South Africa,NA
Josef Chromy,Australia,Tasmania
Ott & Murphy,US,Columbia Valley (WA)
Quinta das Maias,Portugal,NA
Quinta de Sant'Ana,Portugal,NA
Red Truck,US,California
Bulletin Place,Australia,South Eastern Australia
Tercos,Argentina,Mendoza
Vecchia Cantina di Montepulciano,Italy,Cortona
Alente,Portugal,NA
Barefoot Bubbly,US,California
Chateau de Launay,France,Bordeaux Supérieur
Cobblestone,US,Napa Valley
Dancing Derby,US,California
El Escocés Volante,Spain,Calatayud
Domaine Roblin,France,Sancerre
Bump,US,Sonoma Valley
Cantina Cortaccia,Italy,Alto Adige
Cantina Produttori Bolzano S. Maddalena/Gries,Italy,Alto Adige
ZD,US,Napa Valley
Lafou,Spain,Terra Alta
Patient Cottat,France,Sancerre
Domaine l'Ancienne Cure,France,Pécharmant
Sean Thackrey,US,Anderson Valley
Transcendence,US,Santa Ynez Valley
Alysian,US,Russian River Valley
Bonair,US,Yakima Valley
Cantele,Italy,Salento
Château de Fonbel,France,Saint-Émilion
Château Maris,France,Minervois La Liviniere
Colli di Lapio,Italy,Irpinia
Domaine Lignères,France,Corbières
Drylands,New Zealand,NA
Elki,Chile,NA
Prager,US,Napa Valley
Salvatore Molettieri,Italy,Irpinia
Santa Maria,Italy,Veneto
Shaw and Smith,Australia,Adelaide Hills
Tedeschi,Italy,Rosso del Veronese
Mud House,New Zealand,NA
Florio,Italy,Marsala
Vice Versa,US,Sonoma-Napa
Viña Mar de Casablanca,Chile,NA
Willi Haag,Germany,NA
Brampton,South Africa,NA
Château Cos Labory,France,Saint-Estèphe
Chatter Creek,US,Columbia Valley (WA)
Maurodos,Spain,Toro
K Vintners,US,Walla Walla Valley (WA)
Betz Family,US,Yakima Valley
Constant,US,Napa Valley
Lamborn Family Vineyards,US,Howell Mountain
Creō,US,Chalk Hill
Goldschmidt,US,Alexander Valley
Hewitt,US,Rutherford
Sineann,US,Columbia Valley (WA)
Château Suduiraut,France,Sauternes
FEL,US,Anderson Valley
Greyscale,US,Napa Valley
Produttori del Barbaresco,Italy,Barbaresco
Boeckel,France,Alsace
Wildhurst,US,Lake County
Mount Eden Vineyards,US,Santa Cruz Mountains
Genius Wines,US,Chalk Hill
José Maria da Fonseca,Portugal,NA
Abbona Marziano,Italy,Barolo
Taliano,Italy,Barbaresco
The Infinite Monkey Theorem,US,Grand Valley
Viña Albali,Spain,Valdepeñas
Château du Coudray Montpensier,France,Chinon
Château Lafont Menaut,France,Pessac-Léognan
Château Simard,France,Saint-Émilion
Enanzo,Spain,Navarra
Etienne de Tauriac,France,Côtes de Bourg
Milijan Jelić,Serbia,NA
Parusso,Italy,Barolo
Maray,Chile,NA
Jean-Michel Cazes,France,Bordeaux
Fischer,Austria,NA
Baehner Fournier,US,Happy Canyon of Santa Barbara
Communication Block,US,Mount Veeder
Martin & Weyrich,US,California
Brilliant Mistake,US,Stags Leap District
Bernhard Ott,Austria,NA
Trenel Fils,France,Juliénas
Haraszthy,US,Sonoma Valley
Hiedler,Austria,NA
Burrowing Owl,Canada,Okanagan Valley
Domaine des Chers,France,Saint-Amour
Freakshow,US,Lodi
Brancaia,Italy,Toscana
Anton Bauer,Austria,NA
Baker & Brain,US,Monterey County
Ballentine,US,Napa Valley
Esser Cellars,US,California
Clos Fourtet,France,Saint-Émilion
Abacela,US,Southern Oregon
Borsao,Spain,Campo de Borja
Castello Montaúto,Italy,Vernaccia di San Gimignano
Clarendon Hills,Australia,Clarendon
Domaine Specht,France,Alsace
Evergreen Vineyards,US,Oregon
Luminous Hills,US,Willamette Valley
Villa Andretti,US,Napa Valley
Bodegas San Prudencio,Spain,Rioja
Brandlin,US,Mount Veeder
Canneta,Italy,Brunello di Montalcino
Cathedral Ridge,US,Columbia Valley (OR)
Domaine Saint Andrieu,France,Côtes de Provence
Kumeu River,New Zealand,NA
Riecine,Italy,Chianti Classico
Stewart,US,Napa Valley
Tenuta di Riseccoli,Italy,Chianti Classico
Terenzi,Italy,Morellino di Scansano
Domaine Buronfosse,France,Côtes du Jura
Domaine Pignier,France,Côtes du Jura
Fattoria di Montemaggio,Italy,Chianti Classico
Finca la Celia,Argentina,Uco Valley
François Millet,France,Sancerre
Poggio Scalette,Italy,Chianti Classico
Querciavalle,Italy,Chianti Classico
Quinta de Arcossó,Portugal,NA
Raymond,US,Napa Valley
Thörle,Germany,NA
Philipp Kuhn,Germany,NA
Valderiz,Spain,Ribera del Duero
Alloro,US,Chehalem Mountains
Hunt McKay,US,Rutherford
Hyland,US,McMinnville
Lancaster,US,Alexander Valley
Le Casematte,Italy,Sicilia
Lemelson,US,Willamette Valley
Lenné Estate,US,Willamette Valley
Vercingetorix VX,US,Willamette Valley
Villa Maria,New Zealand,NA
Madmon,Israel,NA
Michael Gill Cellars,US,Paso Robles
Muxagat,Portugal,NA
Domaine Maillard,France,Corton Les Renardes
Eric Kent,US,Russian River Valley
Fidelity,US,Alexander Valley
Au Pied du Mont Chauve,France,Chassagne-Montrachet
Bailiwick,US,Russian River Valley
Castelli Martinozzi,Italy,Brunello di Montalcino
González Byass,Spain,Jerez
Maison Nicolas Perrin,France,Cornas
Clement et Florian Berthier,France,Coteaux du Giennois
Cordella,Italy,Brunello di Montalcino
Domaine Matthias et Emile Roblin,France,Sancerre
Domaine Pellé,France,Menetou-Salon
Domaine Vrignaud,France,Chablis
Querciabella,Italy,Chianti Classico
Raventós I Blanc,Spain,Penedès
Salcheto,Italy,Vino Nobile di Montepulciano
Castrucci,US,Napa Valley
Isabelle et Pierre Clément,France,Menetou-Salon
Kanzler,US,Sonoma Coast
Shining Hill,US,Columbia Valley (WA)
Velenosi,Italy,Falerio
Colonnara,Italy,Verdicchio dei Castelli di Jesi
David Girard,US,El Dorado
Domaine Pfister,France,Alsace
Domaine Sorin,France,Bandol
El Roy,US,Dry Creek Valley
Fattoria Le Terrazze,Italy,Conero
Fox Run,US,Finger Lakes
Frédéric Mallo,France,Alsace
Garces Silva,Chile,NA
Fairview,South Africa,NA
Morgenhof,South Africa,NA
Vicari,Italy,Rosso Piceno
Vie Winery,US,Santa Barbara County
Vin du Lac,US,Columbia Valley (WA)
Weingut Mayer am Pfarrplatz,Austria,NA
Innocent Bystander,Australia,Victoria
Katnook Estate,Australia,Coonawarra
McCay Cellars,US,Lodi
Nice,Argentina,Mendoza
Podere Paganico,Italy,Rosso di Montalcino
Rolling,Australia,Central Ranges
Southern Right,South Africa,NA
Steppe Cellars,US,Columbia Valley (WA)
Taltarni,Australia,South Eastern Australia
Tenuta Carlina,Italy,Rosso di Montalcino
Tormentoso,South Africa,NA
Altocedro,Argentina,La Consulta
Brunelli Martoccia,Italy,Rosso di Montalcino
Cà ed Balos,Italy,Moscato d'Asti
Carlos Serres,Spain,Rioja
McCrea Cellars,US,Yakima Valley
Mi Terruño,Argentina,Mendoza
Nuna,Argentina,Mendoza
Perrin & Fils,France,Côtes du Rhône Villages
Jenner,US,Sonoma Coast
Liquid Farm,US,Sta. Rita Hills
Lucia,US,Santa Lucia Highlands
Campo Viejo,Spain,Rioja
Ormilles,France,Côtes de Provence
Ravoire et Fils,France,Coteaux d'Aix-en-Provence
Tertulia,US,Columbia Valley (WA)
Il Roncal,Italy,Colli Orientali del Friuli
Stylo,Spain,Calatayud
Atalon,US,Napa Valley
Champ de Rêves,US,Anderson Valley
Château Gassier,France,Côtes de Provence
Chateau La Calisse,France,Coteaux Varois
Château Réal Martin,France,Côtes de Provence
Conte d'Attimis-Maniago,Italy,Colli Orientali del Friuli
Foxen 7200,US,Happy Canyon of Santa Barbara
Kurt Angerer,Austria,NA
Michele Satta,Italy,Toscana
Reaper,US,Santa Ynez Valley
Refugio Ranch,US,Santa Ynez Valley
Seifried,New Zealand,NA
Sherwood Estate,New Zealand,NA
Flying Dreams,US,Columbia Valley (WA)
Greenhough,New Zealand,NA
Hazlitt 1852 Vineyards,US,Finger Lakes
Hollen Family Vineyards,Argentina,Mendoza
Giesen,New Zealand,NA
Groot Constantia,South Africa,NA
Gualdo del Re,Italy,Val di Cornia Suvereto
Cambridge Road,New Zealand,NA
Cappella Sant'Andrea,Italy,Vernaccia di San Gimignano
Castello della Sala,Italy,Orvieto Classico Superiore
Colle Spinello,Italy,Morellino di Scansano
Commanderie de Peyrassol,France,Côtes de Provence
Seven Deadly Zins,US,Lodi
Hooker,US,Napa Valley
Lemos & Van Zeller,Portugal,NA
Alma Andina,Argentina,Mendoza
Bello Family Vineyards,US,Carneros
Chavet Fils,France,Menetou-Salon
Arizona Stronghold,US,Cochise County
Domaine Laurier,US,California
Hartley-Ostini,US,Santa Barbara County
CrossKeys,US,Virginia
Poema,Spain,Cava
Rovisco Garcia,Portugal,NA
Villagrán,Spain,Vino de la Tierra Altiplano de Sierra Nevada
Herdade da Gâmbia,Portugal,NA
Ideology Cellars,US,Napa Valley
Basilicus,Hungary,NA
Björnson,US,Eola-Amity Hills
Casa do Valle,Portugal,NA
Claudio Alario,Italy,Barolo
Clos Venturi,France,Vin de France
Danieli,Georgia,NA
Domaine Edmond Cornu,France,Chorey-lès-Beaune
